p_val,avg_diff,pct.1,pct.2,p_val_adj,fdr
0.011859111326365525,1.9293826805107042,0.819,0.517,1,0.09710810617050361
0.011929065996861606,1.903198167629708,0.752,0.483,1,0.09710810617050361
0.011929252553343782,0.8930853146108575,0.962,0.862,1,0.09710810617050361
0.011938826292594124,2.0028199368815147,0.638,0.379,1,0.09710810617050361
0.011998606023451121,1.9505320759124114,0.714,0.552,1,0.09710810617050361
0.012074010726812238,1.5586092710606154,0.829,0.621,1,0.09710810617050361
0.01210530063422287,1.0667885103991273,0.81,0.586,1,0.09710810617050361
0.012187791489245023,2.029701140925005,0.819,0.621,1,0.09710810617050361
0.01221812776264715,1.50991796044885,0.886,0.724,1,0.09710810617050361
0.012403732891496206,1.4040558620000558,0.705,0.379,1,0.09710810617050361
0.012406327895282733,1.6460300065120572,0.695,0.414,1,0.09710810617050361
0.012407047642501686,1.7949736215735905,0.867,0.69,1,0.09710810617050361
0.012427230379092139,1.2358402739511392,0.724,0.448,1,0.09710810617050361
0.012450921882150448,1.6552505891873524,0.752,0.414,1,0.09710810617050361
0.012579367180101834,2.0377629553184136,0.619,0.483,1,0.09710810617050361
0.012593839615412248,1.856615071107492,0.514,0.345,1,0.09710810617050361
0.012686683613776156,1.742404812133148,0.81,0.552,1,0.09710810617050361
0.012693796386081094,1.510412994002687,0.876,0.621,1,0.09710810617050361
0.012718696593166316,1.3554939437067457,0.943,0.793,1,0.09710810617050361
0.012721311337587788,1.9165204154384878,0.667,0.345,1,0.09710810617050361
0.012784821676601764,1.5758294957893555,0.771,0.483,1,0.09710810617050361
0.012787385690176293,1.557596389013466,0.743,0.517,1,0.09710810617050361
0.012790952226301937,1.9085525830342278,0.495,0.241,1,0.09710810617050361
0.012801349667850122,1.4337595726939236,0.657,0.414,1,0.09710810617050361
0.012822809125873266,1.712455658748862,0.533,0.276,1,0.09710810617050361
0.012837473051000185,2.0295213807226418,0.781,0.517,1,0.09710810617050361
0.012944682553714091,1.920720852259322,0.867,0.655,1,0.09710810617050361
0.012951004664387838,2.314684269883159,0.61,0.379,1,0.09710810617050361
0.012967326085320809,2.047415171058465,0.648,0.414,1,0.09710810617050361
0.012987497988425311,1.9488654048921425,0.733,0.414,1,0.09710810617050361
0.013048135867373519,1.7917736511932407,0.771,0.448,1,0.09710810617050361
0.013080793415918297,1.5074582205662228,0.848,0.586,1,0.09710810617050361
0.013113561331055063,-0.5176421356942065,0.99,1,1,0.09710810617050361
0.013148747450426103,1.4959099987923152,0.61,0.345,1,0.09710810617050361
0.013255819173141397,1.5621138270838033,0.933,0.897,1,0.09758807829369809
0.013357505566946279,1.709575111813165,0.8,0.552,1,0.09787883057390753
0.013379728025842471,1.5439230270852633,0.676,0.448,1,0.09787883057390753
0.013561445498248038,2.1697662752606224,0.562,0.31,1,0.09874804952604377
0.0136118994444306,0.9518228153114343,0.99,0.966,1,0.09874804952604377
0.013626294026879692,1.6202482960103524,0.562,0.31,1,0.09874804952604377
0.013698419333207602,1.5761257042798178,0.771,0.586,1,0.09896147798663062
0.013843179729945641,1.8950352626583524,0.619,0.414,1,0.09969668880044703
0.01393827763581328,1.5787399470013739,0.581,0.345,1,0.10007079206641176
0.014108212932060151,1.5234944727777,0.638,0.345,1,0.1009782277452083
0.014295315137017853,2.025809044768721,0.781,0.517,1,0.10169403528351079
0.014333985594442489,1.6376808943008223,0.571,0.31,1,0.10169403528351079
0.014362358284271,2.0663670702308643,0.743,0.517,1,0.10169403528351079
0.014415670948338679,1.1414019258027093,0.886,0.69,1,0.10169403528351079
0.01442748495397803,1.9226744010332872,0.867,0.621,1,0.10169403528351079
0.014586071087885477,1.9069329333400238,0.619,0.31,1,0.10222113559219316
0.0145904251319603,0.660058742176787,0.981,0.966,1,0.10222113559219316
0.014650019219469236,1.5335054510079487,0.638,0.379,1,0.10232950123337788
0.014694145713977935,1.282345881395154,0.857,0.621,1,0.10232950123337788
0.014756381960877895,1.1981149725878897,0.781,0.586,1,0.10245523882417916
0.014824869000970771,1.7232859727882426,0.495,0.276,1,0.10262349615895885
0.01497248986636949,1.6583736471128039,0.59,0.345,1,0.10307808965368387
0.01501133068179485,1.774079969524227,0.619,0.379,1,0.10307808965368387
0.01502388715090347,0.9453205907887678,0.971,0.828,1,0.10307808965368387
0.015103971320707742,1.5448558954098282,0.924,0.759,1,0.10325957145299952
0.015139393830970176,1.5340125313961854,0.619,0.345,1,0.10325957145299952
0.01524162670905328,1.3221348045171482,0.943,0.759,1,0.10345747350348987
0.015276328215520177,1.94508720261162,0.867,0.69,1,0.10345747350348987
0.015359741218697017,1.378523526634528,0.81,0.552,1,0.10345747350348987
0.015455537485525165,1.8155204160430563,0.781,0.621,1,0.10345747350348987
0.015460081068492839,1.5115583643719006,0.724,0.379,1,0.10345747350348987
0.015591765623360941,1.750824173205507,0.743,0.448,1,0.10345747350348987
0.015623895582126571,1.9101575051523612,0.552,0.31,1,0.10345747350348987
0.015645417400618495,1.7061784872536858,0.571,0.31,1,0.10345747350348987
0.01572054503414061,1.8161167776222706,0.848,0.69,1,0.10345747350348987
0.01577354360386157,1.6742086154161426,0.648,0.345,1,0.10345747350348987
0.01579669455846808,2.0043602704153525,0.524,0.276,1,0.10345747350348987
0.01581811767065346,1.6634324621144456,0.6,0.345,1,0.10345747350348987
0.015827338500045106,1.7285263529053245,0.676,0.414,1,0.10345747350348987
0.01588175412591259,1.213163824799909,0.8,0.586,1,0.10345747350348987
0.015897998043928083,1.7067808318845232,0.629,0.379,1,0.10345747350348987
0.01591139041879192,1.7251854840951806,0.724,0.517,1,0.10345747350348987
0.01592682968553078,1.8934352781576775,0.695,0.448,1,0.10345747350348987
0.01606432308597294,1.719646831679273,0.79,0.552,1,0.1039409161336251
0.01609089646053101,1.6936527020991816,0.629,0.345,1,0.1039409161336251
0.016135858733900926,1.878540998062979,0.743,0.483,1,0.10394182334421179
0.016225654967851992,1.9697408667617617,0.562,0.345,1,0.10402714302391067
0.01623882094638019,1.3049659551690764,0.705,0.448,1,0.10402714302391067
0.0163996404097408,1.093520425635237,0.762,0.483,1,0.10451829544844422
0.0164056315408511,1.578164295171708,0.571,0.31,1,0.10451829544844422
0.016637001763014407,1.6811892139193327,0.724,0.483,1,0.1054917985530092
0.016649417106684505,1.6444246801731706,0.543,0.31,1,0.1054917985530092
0.01686762150510405,0.87584687795658,0.838,0.552,1,0.1065831451507801
0.016949668053535094,1.6731892553708443,0.543,0.31,1,0.10681054406561924
0.017013197947418998,1.6653957358118783,0.819,0.552,1,0.10692034157199093
0.0171543790118389,1.521944308239215,0.743,0.621,1,0.10738217620580812
0.017250004539824924,1.5735643773245536,0.714,0.379,1,0.10738217620580812
0.01733719879103901,1.7973977320227141,0.676,0.414,1,0.10738217620580812
0.01737176506994197,1.8388721770492817,0.648,0.345,1,0.10738217620580812
0.017436089321099604,1.2943062352730754,0.905,0.759,1,0.10738217620580812
